        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 100.00 MeV   3.088E+03  2.361E+00   27.72 um     9471 A      4628 A   
 110.00 MeV   2.962E+03  2.173E+00   31.02 um     1.06 um     4850 A   
 120.00 MeV   2.848E+03  2.013E+00   34.46 um     1.17 um     5081 A   
 130.00 MeV   2.744E+03  1.877E+00   38.04 um     1.27 um     5321 A   
 140.00 MeV   2.648E+03  1.759E+00   41.75 um     1.38 um     5570 A   
 150.00 MeV   2.560E+03  1.655E+00   45.59 um     1.49 um     5827 A   
 160.00 MeV   2.478E+03  1.564E+00   49.55 um     1.59 um     6093 A   
 170.00 MeV   2.402E+03  1.482E+00   53.65 um     1.70 um     6368 A   
 180.00 MeV   2.331E+03  1.410E+00   57.87 um     1.80 um     6651 A   
 200.00 MeV   2.202E+03  1.284E+00   66.70 um     2.19 um     7243 A   
 225.00 MeV   2.062E+03  1.157E+00   78.43 um     2.76 um     8028 A   
 250.00 MeV   1.939E+03  1.054E+00   90.92 um     3.28 um     8862 A   
 275.00 MeV   1.831E+03  9.687E-01  104.19 um     3.78 um     9745 A   
 300.00 MeV   1.734E+03  8.966E-01  118.22 um     4.28 um     1.07 um  
 325.00 MeV   1.647E+03  8.350E-01  133.01 um     4.77 um     1.17 um  
 350.00 MeV   1.568E+03  7.817E-01  148.56 um     5.26 um     1.27 um  
 375.00 MeV   1.496E+03  7.351E-01  164.89 um     5.75 um     1.37 um  
 400.00 MeV   1.430E+03  6.939E-01  181.98 um     6.24 um     1.49 um  
 450.00 MeV   1.313E+03  6.246E-01  218.46 um     8.11 um     1.72 um  
 500.00 MeV   1.215E+03  5.685E-01  258.05 um     9.87 um     1.98 um  
 550.00 MeV   1.130E+03  5.220E-01  300.72 um    11.58 um     2.25 um  
 600.00 MeV   1.058E+03  4.828E-01  346.45 um    13.28 um     2.55 um  
 650.00 MeV   9.958E+02  4.493E-01  395.16 um    14.97 um     2.86 um  
 700.00 MeV   9.432E+02  4.204E-01  446.75 um    16.67 um     3.18 um  
 800.00 MeV   8.616E+02  3.728E-01  557.68 um    22.92 um     3.88 um  
 900.00 MeV   7.945E+02  3.353E-01  678.54 um    28.62 um     4.64 um  
   1.00 GeV   7.335E+02  3.049E-01  809.52 um    34.12 um     5.46 um  
   1.10 GeV   6.806E+02  2.797E-01  951.04 um    39.59 um     6.33 um  
