       Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  45.00 keV   2.308E+02  1.608E+02     927 A       349 A       269 A   
  50.00 keV   2.422E+02  1.536E+02    1029 A       377 A       294 A   
  55.00 keV   2.524E+02  1.472E+02    1131 A       404 A       319 A   
  60.00 keV   2.619E+02  1.414E+02    1234 A       429 A       343 A   
  65.00 keV   2.708E+02  1.361E+02    1336 A       454 A       366 A   
  70.00 keV   2.792E+02  1.312E+02    1438 A       478 A       389 A   
  80.00 keV   2.949E+02  1.226E+02    1641 A       524 A       433 A   
  90.00 keV   3.093E+02  1.153E+02    1843 A       566 A       476 A   
 100.00 keV   3.229E+02  1.089E+02    2044 A       606 A       518 A   
 110.00 keV   3.357E+02  1.032E+02    2242 A       644 A       558 A   
 120.00 keV   3.480E+02  9.827E+01    2439 A       679 A       596 A   
 130.00 keV   3.599E+02  9.382E+01    2635 A       713 A       633 A   
 140.00 keV   3.715E+02  8.982E+01    2828 A       745 A       669 A   
 150.00 keV   3.828E+02  8.619E+01    3018 A       775 A       704 A   
 160.00 keV   3.940E+02  8.289E+01    3207 A       804 A       738 A   
 170.00 keV   4.050E+02  7.987E+01    3394 A       831 A       770 A   
 180.00 keV   4.158E+02  7.709E+01    3578 A       857 A       802 A   
 200.00 keV   4.372E+02  7.216E+01    3939 A       905 A       862 A   
 225.00 keV   4.637E+02  6.692E+01    4378 A       960 A       932 A   
 250.00 keV   4.899E+02  6.248E+01    4802 A      1009 A       996 A   
 275.00 keV   5.159E+02  5.867E+01    5212 A      1053 A      1056 A   
 300.00 keV   5.418E+02  5.535E+01    5609 A      1093 A      1112 A   
 325.00 keV   5.676E+02  5.243E+01    5993 A      1129 A      1164 A   
 350.00 keV   5.932E+02  4.984E+01    6364 A      1161 A      1212 A   
 375.00 keV   6.188E+02  4.752E+01    6724 A      1191 A      1257 A   
 400.00 keV   6.442E+02  4.544E+01    7072 A      1218 A      1300 A   
 450.00 keV   6.946E+02  4.183E+01    7738 A      1267 A      1376 A   
 500.00 keV   7.444E+02  3.881E+01    8366 A      1309 A      1444 A   
 550.00 keV   7.934E+02  3.624E+01    8960 A      1346 A      1505 A   
 600.00 keV   8.415E+02  3.403E+01    9524 A      1377 A      1559 A   
 650.00 keV   8.888E+02  3.209E+01    1.01 um     1404 A      1608 A   
 700.00 keV   9.351E+02  3.039E+01    1.06 um     1429 A      1653 A   
 800.00 keV   1.025E+03  2.752E+01    1.15 um     1473 A      1731 A   
 900.00 keV   1.110E+03  2.520E+01    1.24 um     1509 A      1796 A   
   1.00 MeV   1.191E+03  2.327E+01    1.33 um     1538 A      1853 A   
   1.10 MeV   1.267E+03  2.164E+01    1.40 um     1564 A      1902 A   
   1.20 MeV   1.340E+03  2.024E+01    1.48 um     1585 A      1946 A   
   1.30 MeV   1.408E+03  1.903E+01    1.55 um     1604 A      1985 A   
   1.40 MeV   1.472E+03  1.797E+01    1.62 um     1621 A      2019 A   
   1.50 MeV   1.533E+03  1.703E+01    1.68 um     1636 A      2051 A   
   1.60 MeV   1.589E+03  1.619E+01    1.74 um     1650 A      2080 A   
   1.70 MeV   1.643E+03  1.544E+01    1.80 um     1662 A      2106 A   
   1.80 MeV   1.692E+03  1.476E+01    1.86 um     1673 A      2131 A   
   2.00 MeV   1.783E+03  1.358E+01    1.98 um     1697 A      2175 A   
   2.25 MeV   1.880E+03  1.237E+01    2.11 um     1724 A      2222 A   
   2.50 MeV   1.962E+03  1.137E+01    2.24 um     1748 A      2264 A   
   2.75 MeV   2.031E+03  1.053E+01    2.36 um     1769 A      2301 A   
   3.00 MeV   2.087E+03  9.817E+00    2.48 um     1789 A      2334 A   
   3.25 MeV   2.134E+03  9.201E+00    2.60 um     1806 A      2364 A   
   3.50 MeV   2.173E+03  8.663E+00    2.71 um     1823 A      2392 A   
   3.75 MeV   2.204E+03  8.189E+00    2.83 um     1838 A      2418 A   
   4.00 MeV   2.230E+03  7.768E+00    2.94 um     1853 A      2442 A   
   4.50 MeV   2.266E+03  7.053E+00    3.16 um     1893 A      2487 A   
   5.00 MeV   2.287E+03  6.466E+00    3.38 um     1930 A      2528 A   
   5.50 MeV   2.298E+03  5.976E+00    3.60 um     1966 A      2566 A   
   6.00 MeV   2.301E+03  5.560E+00    3.81 um     2001 A      2601 A   
   6.50 MeV   2.299E+03  5.201E+00    4.03 um     2034 A      2635 A   
   7.00 MeV   2.293E+03  4.889E+00    4.25 um     2067 A      2667 A   
   8.00 MeV   2.273E+03  4.372E+00    4.68 um     2174 A      2728 A   
   9.00 MeV   2.246E+03  3.960E+00    5.12 um     2278 A      2786 A   
  10.00 MeV   2.217E+03  3.623E+00    5.57 um     2379 A      2841 A   
  11.00 MeV   2.185E+03  3.342E+00    6.02 um     2478 A      2895 A   
  12.00 MeV   2.153E+03  3.105E+00    6.48 um     2576 A      2947 A   
  13.00 MeV   2.122E+03  2.900E+00    6.95 um     2673 A      2999 A   
  14.00 MeV   2.090E+03  2.723E+00    7.42 um     2768 A      3050 A   
  15.00 MeV   2.059E+03  2.567E+00    7.90 um     2863 A      3101 A   
  16.00 MeV   2.029E+03  2.429E+00    8.39 um     2958 A      3152 A   
  17.00 MeV   2.000E+03  2.307E+00    8.89 um     3052 A      3203 A   
  18.00 MeV   1.971E+03  2.196E+00    9.39 um     3146 A      3253 A   
  20.00 MeV   1.916E+03  2.006E+00   10.42 um     3488 A      3355 A   
  22.50 MeV   1.852E+03  1.813E+00   11.74 um     3986 A      3484 A   
  25.00 MeV   1.792E+03  1.655E+00   13.11 um     4457 A      3615 A   
  27.50 MeV   1.736E+03  1.524E+00   14.53 um     4910 A      3748 A   
  30.00 MeV   1.683E+03  1.413E+00   15.99 um     5350 A      3885 A   
  32.50 MeV   1.636E+03  1.318E+00   17.50 um     5780 A      4025 A   
  35.00 MeV   1.597E+03  1.236E+00   19.04 um     6202 A      4168 A   
  37.50 MeV   1.551E+03  1.164E+00   20.63 um     6618 A      4313 A   
  40.00 MeV   1.505E+03  1.100E+00   22.26 um     7033 A      4463 A   
  45.00 MeV   1.426E+03  9.925E-01   25.67 um     8568 A      4774 A   
  50.00 MeV   1.355E+03  9.050E-01   29.27 um     1.00 um     5100 A   
  55.00 MeV   1.291E+03  8.325E-01   33.05 um     1.14 um     5442 A   
  60.00 MeV   1.232E+03  7.712E-01   37.01 um     1.27 um     5800 A   
  65.00 MeV   1.179E+03  7.187E-01   41.15 um     1.40 um     6174 A   
  70.00 MeV   1.131E+03  6.733E-01   45.48 um     1.54 um     6563 A   
  80.00 MeV   1.045E+03  5.985E-01   54.67 um     2.02 um     7388 A   
  90.00 MeV   9.720E+02  5.393E-01   64.59 um     2.47 um     8275 A   
 100.00 MeV   9.086E+02  4.912E-01   75.23 um     2.90 um     9224 A   
 110.00 MeV   8.532E+02  4.514E-01   86.58 um     3.32 um     1.02 um  
 120.00 MeV   8.044E+02  4.178E-01   98.65 um     3.74 um     1.13 um  
 130.00 MeV   7.612E+02  3.891E-01  111.43 um     4.16 um     1.24 um  
 140.00 MeV   7.225E+02  3.643E-01  124.90 um     4.59 um     1.36 um  
 150.00 MeV   6.878E+02  3.425E-01  139.08 um     5.01 um     1.49 um  
 160.00 MeV   6.564E+02  3.234E-01  153.96 um     5.45 um     1.62 um  
 170.00 MeV   6.280E+02  3.063E-01  169.53 um     5.88 um     1.75 um  
 180.00 MeV   6.020E+02  2.911E-01  185.79 um     6.33 um     1.89 um  
 200.00 MeV   5.564E+02  2.649E-01  220.34 um     8.01 um     2.19 um  
 225.00 MeV   5.087E+02  2.384E-01  267.33 um    10.44 um     2.59 um  
 250.00 MeV   4.689E+02  2.169E-01  318.51 um    12.73 um     3.03 um  
 275.00 MeV   4.352E+02  1.991E-01  373.84 um    14.96 um     3.50 um  
 300.00 MeV   4.062E+02  1.841E-01  433.29 um    17.19 um     4.01 um  
 325.00 MeV   3.810E+02  1.713E-01  496.83 um    19.43 um     4.54 um  
 350.00 MeV   3.587E+02  1.603E-01  564.44 um    21.69 um     5.11 um  
 375.00 MeV   3.390E+02  1.506E-01  636.11 um    23.97 um     5.71 um  
 400.00 MeV   3.213E+02  1.421E-01  711.84 um    26.29 um     6.34 um  
 450.00 MeV   2.910E+02  1.278E-01  875.35 um    35.09 um     7.71 um  
 500.00 MeV   2.664E+02  1.162E-01    1.05 mm    43.39 um     9.19 um  
 550.00 MeV   2.469E+02  1.066E-01    1.25 mm    51.48 um    10.81 um  
 600.00 MeV   2.304E+02  9.849E-02    1.46 mm    59.49 um    12.54 um  
 650.00 MeV   2.162E+02  9.160E-02    1.68 mm    67.49 um    14.38 um  
 700.00 MeV   2.038E+02  8.564E-02    1.92 mm    75.52 um    16.33 um  
 800.00 MeV   1.834E+02  7.586E-02    2.44 mm   105.32 um    20.56 um  
 900.00 MeV   1.672E+02  6.816E-02    3.01 mm   132.91 um    25.20 um  
   1.00 GeV   1.540E+02  6.193E-02    3.63 mm   159.67 um    30.23 um  
   1.10 GeV   1.431E+02  5.678E-02    4.31 mm   186.16 um    35.65 um  
   1.20 GeV   1.338E+02  5.245E-02    5.03 mm   212.61 um    41.43 um  
   1.30 GeV   1.259E+02  4.876E-02    5.80 mm   239.16 um    47.56 um  
   1.40 GeV   1.190E+02  4.557E-02    6.62 mm   265.88 um    54.03 um  
   1.50 GeV   1.130E+02  4.279E-02    7.48 mm   292.79 um    60.83 um  
   1.60 GeV   1.077E+02  4.034E-02    8.39 mm   319.93 um    67.95 um  
   1.70 GeV   1.030E+02  3.816E-02    9.33 mm   347.28 um    75.37 um  
   1.80 GeV   9.878E+01  3.622E-02   10.33 mm   374.86 um    83.09 um  
   2.00 GeV   9.154E+01  3.289E-02   12.43 mm   479.20 um    99.39 um  
   2.25 GeV   8.422E+01  2.952E-02   15.28 mm   626.75 um   121.27 um  
   2.50 GeV   7.830E+01  2.680E-02   18.35 mm   763.97 um   144.70 um  
   2.75 GeV   7.342E+01  2.456E-02   21.65 mm   895.92 um   169.57 um  
   3.00 GeV   6.931E+01  2.267E-02   25.16 mm     1.02 mm   195.77 um  
   3.25 GeV   6.582E+01  2.107E-02   28.86 mm     1.15 mm   223.20 um  
   3.50 GeV   6.281E+01  1.968E-02   32.74 mm     1.28 mm   251.77 um  
   3.75 GeV   6.020E+01  1.847E-02   36.81 mm     1.40 mm   281.40 um  
   4.00 GeV   5.790E+01  1.740E-02   41.04 mm     1.53 mm   312.02 um  
   4.50 GeV   5.406E+01  1.562E-02   49.98 mm     1.98 mm   375.94 um  
   5.00 GeV   5.098E+01  1.417E-02   59.50 mm     2.40 mm   443.01 um  
   5.50 GeV   4.846E+01  1.298E-02   69.56 mm     2.79 mm   512.79 um  
   6.00 GeV   4.637E+01  1.198E-02   80.11 mm     3.17 mm   584.89 um  
   6.50 GeV   4.460E+01  1.112E-02   91.10 mm     3.53 mm   658.99 um  
   7.00 GeV   4.310E+01  1.039E-02  102.51 mm     3.88 mm   734.79 um  
   8.00 GeV   4.067E+01  9.182E-03  126.39 mm     5.15 mm   890.54 um  
   9.00 GeV   3.881E+01  8.234E-03  151.56 mm     6.27 mm     1.05 mm  
  10.00 GeV   3.736E+01  7.469E-03  177.82 mm     7.29 mm     1.21 mm  
