# Energy(keV)  dEe/dx(keV/micro_m)  dEn/dx(keV/micro_m)  x(micro_m)
1.100000000000000066e-03 5.361000000000000210e-01 1.038000000000000078e+01 1.000000000000000048e-04
1.199999999999999895e-03 5.361000000000000210e-01 1.099000000000000021e+01 1.000000000000000048e-04
1.300000000000000157e-03 5.580000000000000515e-01 1.158000000000000007e+01 1.000000000000000048e-04
1.399999999999999986e-03 5.789999999999999591e-01 1.215000000000000036e+01 1.000000000000000048e-04
1.500000000000000031e-03 5.994000000000000439e-01 1.271000000000000085e+01 1.000000000000000048e-04
1.600000000000000077e-03 6.189999999999999947e-01 1.325000000000000000e+01 1.000000000000000048e-04
1.699999999999999905e-03 6.381000000000000005e-01 1.376999999999999957e+01 1.000000000000000048e-04
1.800000000000000168e-03 6.565999999999999615e-01 1.428999999999999915e+01 1.000000000000000048e-04
2.000000000000000042e-03 6.921000000000000485e-01 1.528999999999999915e+01 2.000000000000000096e-04
2.250000000000000264e-03 7.340999999999999748e-01 1.648000000000000043e+01 2.000000000000000096e-04
2.499990000000000111e-03 7.738000000000000433e-01 1.760999999999999943e+01 2.000000000000000096e-04
2.749989999999999900e-03 8.114999999999999991e-01 1.871000000000000085e+01 2.000000000000000096e-04
2.999990000000000122e-03 8.476000000000000201e-01 1.976000000000000156e+01 2.000000000000000096e-04
3.249989999999999910e-03 8.821999999999999842e-01 2.076999999999999957e+01 2.000000000000000096e-04
3.499990000000000132e-03 9.154999999999999805e-01 2.176000000000000156e+01 2.000000000000000096e-04
3.749989999999999921e-03 9.476999999999999869e-01 2.271000000000000085e+01 2.000000000000000096e-04
3.999990000000000143e-03 9.788000000000000034e-01 2.362999999999999901e+01 2.000000000000000096e-04
4.499990000000000587e-03 1.038000000000000034e+00 2.541000000000000014e+01 2.000000000000000096e-04
4.999990000000000163e-03 1.094000000000000083e+00 2.710999999999999943e+01 2.000000000000000096e-04
5.499990000000000608e-03 1.147999999999999909e+00 2.873000000000000043e+01 2.000000000000000096e-04
5.999990000000000184e-03 1.199000000000000066e+00 3.028999999999999915e+01 2.000000000000000096e-04
