        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   2.373E+03  5.289E+00    6.78 um     3459 A      4524 A   
  11.00 MeV   2.403E+03  4.882E+00    7.20 um     3525 A      4581 A   
  12.00 MeV   2.418E+03  4.536E+00    7.61 um     3587 A      4634 A   
  13.00 MeV   2.421E+03  4.240E+00    8.03 um     3647 A      4684 A   
  14.00 MeV   2.417E+03  3.982E+00    8.44 um     3706 A      4732 A   
  15.00 MeV   2.406E+03  3.755E+00    8.85 um     3764 A      4777 A   
  16.00 MeV   2.391E+03  3.555E+00    9.27 um     3821 A      4821 A   
  17.00 MeV   2.373E+03  3.376E+00    9.69 um     3877 A      4864 A   
  18.00 MeV   2.353E+03  3.215E+00   10.11 um     3934 A      4906 A   
  20.00 MeV   2.310E+03  2.938E+00   10.96 um     4136 A      4987 A   
  22.50 MeV   2.256E+03  2.656E+00   12.06 um     4439 A      5085 A   
  25.00 MeV   2.202E+03  2.426E+00   13.18 um     4735 A      5182 A   
  27.50 MeV   2.152E+03  2.235E+00   14.32 um     5026 A      5277 A   
  30.00 MeV   2.103E+03  2.073E+00   15.50 um     5314 A      5372 A   
  32.50 MeV   2.058E+03  1.934E+00   16.70 um     5598 A      5467 A   
  35.00 MeV   2.014E+03  1.814E+00   17.92 um     5880 A      5562 A   
  37.50 MeV   1.973E+03  1.709E+00   19.18 um     6160 A      5658 A   
  40.00 MeV   1.943E+03  1.616E+00   20.45 um     6437 A      5754 A   
  45.00 MeV   1.868E+03  1.458E+00   23.07 um     7463 A      5950 A   
  50.00 MeV   1.795E+03  1.330E+00   25.80 um     8433 A      6152 A   
  55.00 MeV   1.730E+03  1.224E+00   28.64 um     9369 A      6360 A   
  60.00 MeV   1.668E+03  1.134E+00   31.58 um     1.03 um     6575 A   
  65.00 MeV   1.611E+03  1.057E+00   34.62 um     1.12 um     6797 A   
  70.00 MeV   1.558E+03  9.906E-01   37.78 um     1.21 um     7027 A   
  80.00 MeV   1.460E+03  8.809E-01   44.41 um     1.53 um     7511 A   
  90.00 MeV   1.372E+03  7.940E-01   51.47 um     1.84 um     8028 A   
 100.00 MeV   1.293E+03  7.235E-01   58.98 um     2.13 um     8581 A   
 110.00 MeV   1.222E+03  6.650E-01   66.93 um     2.41 um     9169 A   
 120.00 MeV   1.157E+03  6.157E-01   75.34 um     2.69 um     9794 A   
 130.00 MeV   1.098E+03  5.735E-01   84.21 um     2.98 um     1.05 um  
 140.00 MeV   1.044E+03  5.370E-01   93.54 um     3.26 um     1.12 um  
 150.00 MeV   9.950E+02  5.051E-01  103.35 um     3.55 um     1.19 um  
 160.00 MeV   9.497E+02  4.769E-01  113.63 um     3.84 um     1.27 um  
 170.00 MeV   9.080E+02  4.518E-01  124.40 um     4.14 um     1.35 um  
 180.00 MeV   8.696E+02  4.294E-01  135.64 um     4.44 um     1.43 um  
 200.00 MeV   8.013E+02  3.909E-01  159.60 um     5.60 um     1.62 um  
 225.00 MeV   7.291E+02  3.519E-01  192.30 um     7.28 um     1.87 um  
 250.00 MeV   6.689E+02  3.202E-01  228.10 um     8.88 um     2.14 um  
 275.00 MeV   6.181E+02  2.940E-01  266.97 um    10.46 um     2.44 um  
 300.00 MeV   5.750E+02  2.719E-01  308.90 um    12.04 um     2.76 um  
 325.00 MeV   5.382E+02  2.531E-01  353.83 um    13.64 um     3.11 um  
 350.00 MeV   5.065E+02  2.368E-01  401.70 um    15.25 um     3.48 um  
 375.00 MeV   4.790E+02  2.226E-01  452.45 um    16.87 um     3.87 um  
 400.00 MeV   4.550E+02  2.100E-01  505.99 um    18.52 um     4.28 um  
 450.00 MeV   4.154E+02  1.889E-01  620.99 um    24.69 um     5.17 um  
 500.00 MeV   3.842E+02  1.717E-01  746.14 um    30.43 um     6.14 um  
 550.00 MeV   3.589E+02  1.576E-01  880.77 um    35.94 um     7.17 um  
 600.00 MeV   3.361E+02  1.457E-01    1.02 mm    41.36 um     8.27 um  
 650.00 MeV   3.152E+02  1.355E-01    1.18 mm    46.77 um     9.45 um  
 700.00 MeV   2.971E+02  1.267E-01    1.34 mm    52.22 um    10.68 um  
 800.00 MeV   2.672E+02  1.123E-01    1.70 mm    72.55 um    13.37 um  
 900.00 MeV   2.433E+02  1.009E-01    2.09 mm    91.45 um    16.31 um  
   1.00 GeV   2.239E+02  9.168E-02    2.52 mm   109.83 um    19.50 um  
   1.10 GeV   2.077E+02  8.407E-02    2.98 mm   128.05 um    22.94 um  
   1.20 GeV   1.941E+02  7.767E-02    3.48 mm   146.29 um    26.62 um  
   1.30 GeV   1.824E+02  7.221E-02    4.01 mm   164.63 um    30.53 um  
   1.40 GeV   1.722E+02  6.750E-02    4.57 mm   183.11 um    34.65 um  
   1.50 GeV   1.634E+02  6.338E-02    5.17 mm   201.76 um    39.00 um  
   1.60 GeV   1.555E+02  5.976E-02    5.80 mm   220.60 um    43.55 um  
   1.70 GeV   1.486E+02  5.654E-02    6.46 mm   239.61 um    48.31 um  
   1.80 GeV   1.423E+02  5.367E-02    7.14 mm   258.81 um    53.27 um  
   2.00 GeV   1.316E+02  4.874E-02    8.60 mm   331.62 um    63.75 um  
   2.25 GeV   1.208E+02  4.376E-02   10.59 mm   434.86 um    77.88 um  
   2.50 GeV   1.120E+02  3.974E-02   12.74 mm   531.17 um    93.07 um  
   2.75 GeV   1.047E+02  3.642E-02   15.05 mm   624.08 um   109.25 um  
   3.00 GeV   9.859E+01  3.362E-02   17.51 mm   715.13 um   126.36 um  
   3.25 GeV   9.339E+01  3.124E-02   20.11 mm   805.09 um   144.34 um  
   3.50 GeV   8.890E+01  2.919E-02   22.86 mm   894.36 um   163.14 um  
   3.75 GeV   8.499E+01  2.740E-02   25.73 mm   983.18 um   182.70 um  
   4.00 GeV   8.155E+01  2.582E-02   28.73 mm     1.07 mm   202.98 um  
   4.50 GeV   7.580E+01  2.317E-02   35.09 mm     1.40 mm   245.54 um  
   5.00 GeV   7.117E+01  2.103E-02   41.90 mm     1.70 mm   290.49 um  
   5.50 GeV   6.738E+01  1.926E-02   49.12 mm     1.99 mm   337.53 um  
   6.00 GeV   6.421E+01  1.778E-02   56.72 mm     2.26 mm   386.43 um  
   6.50 GeV   6.153E+01  1.651E-02   64.68 mm     2.53 mm   436.97 um  
   7.00 GeV   5.924E+01  1.542E-02   72.96 mm     2.79 mm   488.94 um  
   8.00 GeV   5.553E+01  1.363E-02   90.39 mm     3.72 mm   596.55 um  
   9.00 GeV   5.267E+01  1.223E-02  108.88 mm     4.55 mm   708.07 um  
  10.00 GeV   5.042E+01  1.109E-02  128.29 mm     5.32 mm   822.53 um  
