        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   2.00 GeV   4.303E+02  1.639E-01    2.66 mm   101.09 um    16.59 um  
   2.25 GeV   3.933E+02  1.473E-01    3.27 mm   132.82 um    20.17 um  
   2.50 GeV   3.633E+02  1.338E-01    3.93 mm   162.58 um    24.04 um  
   2.75 GeV   3.384E+02  1.227E-01    4.64 mm   191.44 um    28.19 um  
   3.00 GeV   3.174E+02  1.133E-01    5.40 mm   219.89 um    32.60 um  
   3.25 GeV   2.994E+02  1.054E-01    6.21 mm   248.15 um    37.27 um  
   3.50 GeV   2.839E+02  9.847E-02    7.07 mm   276.35 um    42.17 um  
   3.75 GeV   2.703E+02  9.245E-02    7.97 mm   304.57 um    47.30 um  
   4.00 GeV   2.583E+02  8.716E-02    8.92 mm   332.83 um    52.65 um  
   4.50 GeV   2.382E+02  7.826E-02   10.94 mm   438.58 um    63.98 um  
   5.00 GeV   2.220E+02  7.106E-02   13.11 mm   536.01 um    76.08 um  
   5.50 GeV   2.085E+02  6.512E-02   15.43 mm   629.12 um    88.87 um  
   6.00 GeV   1.973E+02  6.013E-02   17.90 mm   719.61 um   102.32 um  
   6.50 GeV   1.877E+02  5.587E-02   20.50 mm   808.37 um   116.36 um  
   7.00 GeV   1.795E+02  5.220E-02   23.22 mm   895.84 um   130.95 um  
   8.00 GeV   1.661E+02  4.617E-02   29.01 mm     1.21 mm   161.59 um  
   9.00 GeV   1.556E+02  4.143E-02   35.23 mm     1.50 mm   193.93 um  
  10.00 GeV   1.473E+02  3.761E-02   41.84 mm     1.77 mm   227.71 um  
