        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 250.00 MeV   3.206E+02  1.556E-01  462.17 um    18.42 um     3.78 um  
 275.00 MeV   2.960E+02  1.428E-01  543.31 um    21.73 um     4.35 um  
 300.00 MeV   2.748E+02  1.320E-01  630.96 um    25.05 um     4.97 um  
 325.00 MeV   2.566E+02  1.228E-01  725.09 um    28.40 um     5.64 um  
 350.00 MeV   2.407E+02  1.149E-01  825.66 um    31.80 um     6.36 um  
 375.00 MeV   2.269E+02  1.080E-01  932.59 um    35.25 um     7.11 um  
 400.00 MeV   2.149E+02  1.018E-01    1.05 mm    38.75 um     7.92 um  
 450.00 MeV   1.949E+02  9.155E-02    1.29 mm    52.00 um     9.65 um  
 500.00 MeV   1.792E+02  8.323E-02    1.56 mm    64.39 um    11.54 um  
 550.00 MeV   1.659E+02  7.634E-02    1.85 mm    76.43 um    13.60 um  
 600.00 MeV   1.547E+02  7.055E-02    2.16 mm    88.35 um    15.80 um  
 650.00 MeV   1.450E+02  6.560E-02    2.49 mm   100.27 um    18.15 um  
 700.00 MeV   1.367E+02  6.133E-02    2.85 mm   112.24 um    20.64 um  
 800.00 MeV   1.228E+02  5.432E-02    3.62 mm   156.78 um    26.04 um  
 900.00 MeV   1.119E+02  4.880E-02    4.47 mm   198.03 um    31.97 um  
   1.00 GeV   1.030E+02  4.433E-02    5.40 mm   238.08 um    38.42 um  
   1.10 GeV   9.559E+01  4.064E-02    6.41 mm   277.73 um    45.36 um  
   1.20 GeV   8.935E+01  3.754E-02    7.49 mm   317.35 um    52.78 um  
   1.30 GeV   8.402E+01  3.489E-02    8.65 mm   357.14 um    60.66 um  
   1.40 GeV   7.940E+01  3.261E-02    9.87 mm   397.19 um    68.98 um  
   1.50 GeV   7.536E+01  3.061E-02   11.17 mm   437.56 um    77.73 um  
   1.60 GeV   7.180E+01  2.886E-02   12.52 mm   478.26 um    86.88 um  
   1.70 GeV   6.864E+01  2.730E-02   13.95 mm   519.31 um    96.44 um  
   1.80 GeV   6.581E+01  2.591E-02   15.44 mm   560.69 um   106.39 um  
   2.00 GeV   6.096E+01  2.352E-02   18.59 mm   717.57 um   127.40 um  
   2.25 GeV   5.605E+01  2.111E-02   22.87 mm   939.48 um   155.63 um  
   2.50 GeV   5.208E+01  1.917E-02   27.50 mm     1.15 mm   185.89 um  
   2.75 GeV   4.881E+01  1.756E-02   32.46 mm     1.34 mm   218.03 um  
   3.00 GeV   4.606E+01  1.621E-02   37.73 mm     1.54 mm   251.91 um  
   3.25 GeV   4.373E+01  1.506E-02   43.30 mm     1.73 mm   287.40 um  
   3.50 GeV   4.172E+01  1.407E-02   49.15 mm     1.92 mm   324.38 um  
   3.75 GeV   3.997E+01  1.320E-02   55.27 mm     2.11 mm   362.76 um  
   4.00 GeV   3.843E+01  1.244E-02   61.65 mm     2.29 mm   402.42 um  
   4.50 GeV   3.587E+01  1.116E-02   75.12 mm     2.98 mm   485.28 um  
   5.00 GeV   3.381E+01  1.013E-02   89.48 mm     3.61 mm   572.29 um  
   5.50 GeV   3.213E+01  9.274E-03  104.65 mm     4.20 mm   662.85 um  
   6.00 GeV   3.073E+01  8.558E-03  120.56 mm     4.77 mm   756.48 um  
   6.50 GeV   2.955E+01  7.947E-03  137.15 mm     5.32 mm   852.74 um  
   7.00 GeV   2.855E+01  7.421E-03  154.36 mm     5.85 mm   951.25 um  
   8.00 GeV   2.693E+01  6.559E-03  190.43 mm     7.77 mm     1.15 mm  
   9.00 GeV   2.569E+01  5.881E-03  228.46 mm     9.45 mm     1.36 mm  
  10.00 GeV   2.472E+01  5.334E-03  268.14 mm    11.00 mm     1.57 mm
